sta_re1,sta_re2,sta_re3,sta_re4,sta_re5,sta_re6,sta_re7,sta_re8,sta_re9,sta_re10,sta_re11,sta_re12,sta_re13,sta_re14,sta_re15,sta_re16,sta_re17
连玉米2101-择时,-0.46,-28.42,-14.74,25.89,-0.52,3,5,6.19,-0.04,261,0.40,-1.35,6.38,-0.07,48.15,做多
郑棉花101,-3.81,-68.37,-39.88,116.95,-1.25,8,9,17.10,-0.14,1563,1.09,-8.02,34.84,-0.22,49.51,2020-11-02
郑棉花101-择时,-0.06,-32.41,-14.89,21.83,-0.36,4,4,7.43,0.03,334,0.48,-0.79,6.44,-0.01,48.24,做多
郑红枣101,3.32,-22.21,-17.43,18.09,-6.43,6,7,19.67,0.26,53,1.26,-8.88,4.29,0.17,49.71,2020-11-02
郑红枣101-择时,6.62,-7.47,-2.79,14.71,9.86,2,2,9.92,0.70,11,0.64,12.69,14.40,0.67,53.92,做多
连玉米淀粉2101,1.01,-32.09,-25.96,22.32,-1.17,6,7,14.38,0.14,29,0.92,-0.84,11.89,0.07,49.67,2020-11-02
连玉米淀粉2101-择时,1.75,-8.85,-6.40,11.80,1.40,3,4,5.63,0.34,192,0.36,0.50,9.13,0.31,53.91,平仓
沪铜2012,11.17,-60.61,-48.08,197.02,15.84,8,7,22.22,0.59,641,1.42,3.85,74.27,0.50,52.60,2020-11-02
沪铜2012-择时,0.56,-21.50,-15.87,27.07,0.37,3,6,6.46,0.12,1945,0.41,-0.16,7.04,0.09,50.29,平仓
郑棉纱101,-6.50,-38.11,-28.62,3.76,-10.78,8,6,16.77,-0.32,93,1.07,-11.31,1.11,-0.39,50.49,2020-11-02
郑棉纱101-择时,0.48,-13.34,-9.86,14.11,0.25,3,3,9.28,0.10,363,0.59,-0.70,8.71,0.05,47.03,平仓
连苯乙烯2101,-29.21,-46.11,-42.57,-23.85,-33.53,7,11,28.55,-1.07,NaN,1.83,-31.60,-25.61,-1.02,48.84,2020-11-02
连苯乙烯2101-择时,22.17,-7.48,22.10,24.09,23.79,2,3,16.49,1.30,22,1.06,24.09,24.09,1.34,50.85,平仓
连乙二醇2101,-22.43,-46.08,-36.82,-0.27,-17.49,6,9,24.07,-0.94,NaN,1.54,-17.04,-8.12,-0.93,48.66,2020-11-02
连乙二醇2101-择时,-6.37,-20.49,-16.91,-0.76,-12.19,2,5,9.33,-0.66,3,0.60,-12.96,-5.79,-0.68,45.71,平仓
连纤维板2011,13.25,-72.25,-62.58,245.49,38.65,12,8,35.55,0.53,338,2.28,19.62,128.33,0.37,49.76,2020-11-02
连纤维板2011-择时,3.16,-36.40,-17.86,66.52,5.92,2,5,16.42,0.27,1017,1.05,-0.95,48.62,0.19,46.51,平仓
郑玻璃101,8.52,-39.13,-29.01,56.47,8.68,8,10,19.94,0.51,913,1.28,7.91,33.36,0.43,51.61,2020-11-02
郑玻璃101-择时,-3.49,-39.62,-19.90,16.34,-4.35,4,4,9.10,-0.35,133,0.58,-6.61,9.71,-0.38,49.56,平仓
沪燃油2101,-7.89,-91.02,-66.55,131.85,-1.66,10,9,26.93,-0.17,387,1.72,-5.49,45.00,-0.29,51.77,2020-11-02
沪燃油2101-择时,-0.80,-45.02,-26.94,22.69,-0.28,3,5,9.86,-0.03,454,0.63,-0.47,11.95,-0.08,48.60,平仓
沪热轧卷板2101,13.10,-50.15,-41.21,157.85,20.67,12,9,23.90,0.64,627,1.53,14.47,71.50,0.55,51.53,2020-11-02
沪热轧卷板2101-择时,1.40,-25.92,-21.25,23.90,0.96,4,4,10.64,0.18,127,0.68,0.98,9.10,0.13,54.21,平仓
连铁矿石2101,14.54,-62.11,-49.83,177.86,26.30,9,8,32.16,0.58,751,2.06,25.17,85.01,0.45,51.03,2020-11-02
连铁矿石2101-择时,1.34,-24.02,-17.68,19.17,0.76,3,4,10.63,0.18,471,0.68,-1.23,11.97,0.13,52.40,平仓
中证2012,7.53,-51.03,-38.21,67.20,8.00,8,6,33.40,0.39,1234,2.14,6.60,39.23,0.23,52.96,2020-11-02
中证2012-择时,6.77,-12.84,-9.98,36.00,9.62,3,5,11.81,0.61,285,0.76,5.97,30.57,0.57,48.83,做空
沪深2012,4.78,-45.89,-33.97,115.08,7.05,9,9,24.87,0.31,1019,1.59,3.50,31.58,0.19,50.25,2020-11-02
沪深2012-择时,-0.29,-39.60,-21.43,35.72,0.96,3,3,10.33,0.02,2125,0.66,-0.83,22.04,-0.03,50.40,做空
上证2012,3.61,-44.52,-30.87,42.17,8.22,9,7,25.50,0.27,525,1.63,8.93,32.78,0.14,52.09,2020-11-02
上证2012-择时,6.75,-14.00,-11.53,34.60,9.43,3,3,10.70,0.66,372,0.68,3.53,31.54,0.63,49.81,做空
连焦炭2101,2.14,-81.91,-46.14,264.10,13.22,16,9,27.09,0.21,1769,1.73,-7.44,115.63,0.08,49.60,2020-11-02
连焦炭2101-择时,2.43,-31.12,-25.75,24.28,3.02,3,7,11.64,0.26,154,0.75,4.73,14.48,0.21,51.23,做多
连鸡蛋2101,-10.17,-63.99,-53.35,29.76,-7.24,10,9,20.24,-0.43,69,1.30,-6.84,14.70,-0.50,49.33,2020-11-02
连鸡蛋2101-择时,-4.05,-33.01,-16.66,12.46,-3.49,3,7,10.75,-0.33,463,0.69,-4.27,6.63,-0.38,49.61,平仓
连焦煤2101,7.77,-60.38,-43.32,189.13,16.74,7,7,27.23,0.41,878,1.74,8.43,86.46,0.29,50.53,2020-11-02
连焦煤2101-择时,-0.01,-34.41,-27.94,20.04,-0.32,2,5,9.72,0.05,614,0.62,-0.07,13.21,-0.00,46.89,平仓
郑粳稻101,-3.70,-36.20,-23.35,18.00,-5.26,6,7,21.91,-0.06,60,1.40,-5.80,10.03,-0.17,46.47,2020-11-02
郑粳稻101-择时,-15.90,-40.07,-25.83,-4.32,-17.84,2,5,10.11,-1.66,7,0.65,-17.78,-12.96,-1.57,42.53,平仓
连聚乙烯2101,-0.76,-63.67,-55.50,102.65,0.01,9,13,21.87,0.07,54,1.40,0.41,21.37,-0.03,50.75,2020-11-02
连聚乙烯2101-择时,-2.80,-46.35,-16.94,17.02,-3.28,3,4,7.88,-0.32,6,0.50,-3.82,3.29,-0.36,48.13,平仓
郑晚籼稻011,-9.56,-34.69,-27.86,8.06,-14.96,5,9,21.17,-0.37,97,1.36,-18.19,-0.90,-0.45,46.71,2020-11-02
郑晚籼稻011-择时,-12.40,-29.56,-22.70,3.62,-11.88,2,3,9.81,-1.30,1,0.63,-10.57,1.03,-1.26,30.97,平仓
低硫燃料油2101,-48.60,-22.61,NaN,NaN,NaN,4,5,27.63,-2.30,1,1.77,NaN,NaN,-1.76,46.43,2020-11-02
低硫燃料油2101-择时,0.00,0.00,NaN,NaN,NaN,1,1,0.00,NaN,1,0.00,NaN,NaN,NaN,NaN,平仓
连豆粕2101,6.38,-45.60,-27.65,102.62,9.00,9,8,20.38,0.41,1030,1.30,6.30,31.67,0.31,51.00,2020-11-02
连豆粕2101-择时,-0.31,-29.64,-20.98,26.50,0.37,4,5,8.73,0.01,279,0.56,0.74,8.36,-0.04,47.18,平仓
郑甲醇101,-7.31,-60.26,-42.32,58.18,-4.04,8,11,22.41,-0.23,1137,1.43,-6.79,28.74,-0.33,48.54,2020-11-02
郑甲醇101-择时,1.63,-21.62,-17.13,27.61,2.77,4,4,9.67,0.22,655,0.62,2.04,16.99,0.17,47.44,平仓
沪镍2012,-1.06,-43.98,-38.28,53.28,3.70,7,6,24.70,0.08,1056,1.58,1.71,25.02,-0.04,51.99,2020-11-02
沪镍2012-择时,0.92,-18.03,-16.53,16.26,2.61,3,4,7.98,0.15,317,0.51,2.81,11.87,0.12,53.90,平仓
20号胶2101,2.80,-30.21,-12.08,14.41,-4.31,5,8,26.69,0.24,47,1.71,-5.61,2.58,0.10,50.72,2020-11-02
20号胶2101-择时,-12.14,-18.75,-14.48,-4.81,-10.96,2,4,11.02,-1.12,20,0.71,-11.85,-5.54,-1.10,37.21,做多
郑菜油101,0.01,-64.86,-52.33,55.23,-2.14,8,10,18.26,0.09,35,1.17,-3.01,19.08,0.00,50.00,2020-11-02
郑菜油101-择时,0.54,-17.15,-9.44,16.79,0.13,3,8,6.76,0.11,2161,0.43,-1.10,8.28,0.08,48.58,平仓
连棕油2101,-6.34,-81.00,-61.73,49.24,-6.19,13,9,22.00,-0.19,29,1.41,-10.87,25.82,-0.29,50.29,2020-11-02
连棕油2101-择时,0.05,-15.78,-15.05,11.94,0.26,3,4,7.00,0.04,1902,0.45,0.88,5.75,0.01,48.82,平仓
沪铅2012,-2.78,-46.32,-23.81,82.80,-0.21,11,10,17.37,-0.08,1374,1.11,-4.89,23.23,-0.16,49.25,2020-11-02
沪铅2012-择时,-0.52,-19.88,-14.11,11.13,0.14,2,4,6.71,-0.04,344,0.43,0.22,6.68,-0.08,49.36,平仓
郑短纤105,65.75,-8.79,NaN,NaN,NaN,1,1,32.25,1.83,1,2.06,NaN,NaN,2.04,50.00,2020-11-02
郑短纤105-择时,0.00,0.00,NaN,NaN,NaN,1,1,0.00,NaN,1,0.00,NaN,NaN,NaN,NaN,平仓
连液化石油气2012,134.67,-15.54,NaN,NaN,NaN,6,5,33.86,2.71,23,2.17,NaN,NaN,3.98,53.90,2020-11-02
连液化石油气2012-择时,0.70,-9.21,NaN,NaN,NaN,2,4,16.82,0.12,23,1.08,NaN,NaN,0.04,52.78,平仓
郑普麦107,-10.00,-76.61,-36.80,25.28,-7.40,7,9,16.67,-0.55,NaN,1.07,-6.70,7.72,-0.60,48.20,2020-10-30
郑普麦107-择时,-4.37,-52.03,-27.19,9.28,-4.23,3,5,7.83,-0.53,603,0.50,-3.63,2.95,-0.56,48.61,平仓
连聚丙烯2101,6.20,-36.65,-29.85,121.08,7.93,7,7,20.90,0.39,497,1.34,0.64,35.88,0.30,50.00,2020-11-02
连聚丙烯2101-择时,-1.06,-24.95,-16.99,14.05,-1.47,2,5,8.94,-0.07,26,0.57,-0.72,10.47,-0.12,46.69,平仓
沪螺钢2101,1.15,-79.05,-41.19,113.91,3.45,11,10,21.45,0.16,17,1.37,-3.66,42.68,0.05,50.64,2020-11-02
沪螺钢2101-择时,-2.38,-31.99,-17.16,18.80,-2.50,3,5,9.15,-0.22,5,0.59,-3.41,5.08,-0.26,49.05,做多
郑籼稻011,-2.72,-44.51,-23.41,56.47,-1.40,7,8,13.82,-0.13,30,0.88,-5.36,35.75,-0.20,47.27,2020-10-13
郑籼稻011-择时,-2.44,-31.59,-29.04,13.47,-1.84,4,4,7.09,-0.31,1183,0.45,-0.58,8.44,-0.34,48.31,平仓
郑菜籽粕101,5.86,-32.43,-25.40,48.33,4.94,11,10,20.39,0.38,501,1.31,3.94,22.67,0.29,50.95,2020-11-02
郑菜籽粕101-择时,-2.25,-28.49,-22.62,10.72,-2.93,3,5,9.62,-0.19,321,0.62,-2.26,4.95,-0.23,47.42,平仓
连粳米2012,-10.46,-13.78,-12.94,-8.77,-11.32,6,9,9.72,-1.09,NaN,0.62,-11.72,-9.64,-1.08,44.53,2020-11-02
连粳米2012-择时,-2.44,-7.11,-3.71,-1.60,-2.72,3,3,7.47,-0.29,72,0.48,-2.71,-1.87,-0.33,44.09,做多
郑油菜籽011,2.58,-34.83,-31.59,50.94,-0.32,8,10,22.83,0.23,438,1.46,-1.62,30.55,0.11,48.66,2020-11-02
郑油菜籽011-择时,-16.95,-64.10,-39.24,11.60,-16.97,3,5,12.93,-1.37,75,0.83,-18.57,-1.43,-1.31,43.37,平仓
沪天胶2101,-4.27,-92.39,-55.07,116.08,-2.35,9,10,27.98,-0.02,1085,1.79,-9.22,43.46,-0.15,50.93,2020-11-02
沪天胶2101-择时,-1.48,-57.10,-24.49,32.69,-0.55,3,5,9.74,-0.10,237,0.62,-0.39,14.50,-0.15,45.86,平仓
郑纯碱101,-21.54,-29.48,NaN,NaN,NaN,4,6,20.64,-1.08,21,1.32,NaN,NaN,-1.04,46.38,2020-11-02
郑纯碱101-择时,6.75,-4.46,NaN,NaN,NaN,2,3,11.87,0.61,58,0.76,NaN,NaN,0.57,47.54,平仓
中质含硫原油2012,-32.02,-74.02,-61.89,27.19,-24.88,7,9,33.19,-1.00,28,2.13,-22.55,3.15,-0.96,49.09,2020-11-02
中质含硫原油2012-择时,7.76,-6.92,3.13,21.79,12.36,2,2,8.69,0.91,131,0.56,11.87,17.53,0.89,60.00,平仓
郑硅铁101,-1.72,-41.34,-37.63,65.27,1.84,13,7,22.52,0.04,736,1.44,-4.43,44.65,-0.08,50.97,2020-11-02
郑硅铁101-择时,-15.10,-62.03,-30.23,7.43,-13.73,4,4,13.17,-1.18,1,0.84,-14.51,-5.30,-1.15,42.21,做空
郑锰硅101,10.71,-45.29,-44.34,185.90,25.82,11,8,23.98,0.54,391,1.53,13.63,70.77,0.45,50.54,2020-11-02
郑锰硅101-择时,-7.55,-47.52,-35.14,23.02,-7.36,3,4,12.70,-0.55,153,0.81,-7.14,10.61,-0.59,44.16,做多
沪锡2101,2.65,-35.80,-27.55,79.09,5.97,8,9,18.36,0.23,329,1.18,-2.00,30.67,0.14,49.62,2020-11-02
沪锡2101-择时,-1.47,-30.80,-29.74,11.23,-0.51,3,4,8.03,-0.14,228,0.51,3.92,9.49,-0.18,51.70,平仓
沪纸浆2012,-12.47,-26.55,-22.05,-3.17,-13.65,7,5,14.09,-0.88,37,0.90,-13.53,-7.95,-0.88,48.31,2020-11-02
沪纸浆2012-择时,-3.70,-12.17,-7.33,3.91,-1.84,2,3,8.13,-0.42,77,0.52,-2.29,1.83,-0.46,46.67,平仓
郑白糖101,-3.72,-68.70,-47.39,57.31,-1.12,11,9,17.85,-0.12,4,1.14,-2.26,19.90,-0.21,49.79,2020-11-02
郑白糖101-择时,0.18,-27.86,-13.16,24.94,0.27,3,5,6.82,0.06,616,0.44,-2.24,12.16,0.03,48.12,平仓
沪不锈钢2101,-8.78,-25.49,-10.83,-1.63,-6.71,7,6,18.84,-0.40,4,1.21,-7.23,-2.56,-0.47,48.62,2020-11-02
沪不锈钢2101-择时,8.31,-4.03,7.30,11.14,10.25,2,5,9.00,0.94,74,0.58,10.44,10.95,0.92,44.16,平仓
10年期国债期货2012,1.64,-7.55,-5.94,9.28,2.01,7,7,4.25,0.40,679,0.27,2.21,6.39,0.39,51.05,2020-11-02
10年期国债期货2012-择时,1.41,-1.53,-0.63,6.15,1.72,2,2,1.77,0.80,416,0.11,1.00,5.03,0.80,54.47,平仓
郑PTA101,-6.39,-68.73,-50.87,69.40,-2.33,10,9,20.86,-0.21,633,1.34,-3.78,23.88,-0.31,49.94,2020-11-02
郑PTA101-择时,0.76,-20.90,-13.16,23.95,1.67,4,4,8.96,0.13,1335,0.57,1.29,12.68,0.08,48.38,平仓
5年期国债期货2012,0.62,-5.42,-4.83,7.77,1.22,13,9,3.04,0.22,793,0.19,1.62,3.88,0.20,51.95,2020-11-02
5年期国债期货2012-择时,1.61,-0.98,-0.39,4.94,1.60,3,3,1.30,1.23,435,0.08,0.91,3.88,1.24,61.44,平仓
2年期国债期货2012,1.30,-2.26,0.61,3.68,1.61,7,7,1.14,1.14,77,0.07,1.48,2.82,1.14,54.40,2020-11-02
2年期国债期货2012-择时,0.51,-0.45,0.09,1.34,0.65,2,3,0.51,1.00,120,0.03,0.84,1.03,1.00,54.62,平仓
郑尿素101,9.99,-12.99,-3.49,13.04,2.92,6,10,18.15,0.62,217,1.16,2.13,9.92,0.55,52.67,2020-11-02
郑尿素101-择时,-6.83,-11.64,-7.34,-4.22,-6.37,2,3,8.18,-0.83,46,0.52,-6.68,-5.26,-0.83,39.13,做多
连PVC2101,-2.36,-65.64,-36.90,86.89,-1.98,9,9,17.03,-0.06,35,1.09,-4.93,21.86,-0.14,49.18,2020-11-02
连PVC2101-择时,3.54,-17.93,-13.01,24.96,3.82,2,4,7.47,0.50,1176,0.48,3.43,14.04,0.47,49.13,做多
郑强麦101,-5.72,-67.86,-35.51,24.45,-5.33,12,9,11.53,-0.45,228,0.74,-5.02,8.63,-0.50,50.08,2020-11-02
郑强麦101-择时,-0.12,-35.52,-17.46,23.94,0.11,4,6,6.29,0.01,279,0.40,-0.61,11.07,-0.02,47.93,平仓
沪线材2102,9.03,-70.58,-43.70,105.01,12.98,11,8,21.00,0.51,2131,1.34,2.67,59.42,0.43,51.54,2020-11-02
沪线材2102-择时,1.84,-22.73,-19.03,25.03,1.57,3,3,6.13,0.33,2113,0.39,0.85,11.58,0.30,49.61,平仓
连豆油2101,-1.43,-79.06,-56.54,124.49,-0.52,11,8,19.18,0.02,95,1.23,-6.38,30.30,-0.07,50.53,2020-11-02
连豆油2101-择时,-0.22,-15.13,-9.78,10.13,-0.11,3,4,5.69,-0.01,2297,0.36,-0.11,6.02,-0.04,49.80,平仓
郑动力煤101,7.69,-54.41,-39.66,95.16,12.30,7,11,18.41,0.49,803,1.18,4.38,66.09,0.42,49.70,2020-11-02
郑动力煤101-择时,-3.94,-28.78,-17.23,16.57,-3.36,3,4,8.67,-0.42,520,0.55,-5.30,5.81,-0.45,49.38,平仓
沪锌2012,-3.50,-78.99,-70.65,97.19,0.50,8,7,23.40,-0.04,7,1.50,-1.28,45.37,-0.15,51.24,2020-11-02
沪锌2012-择时,-0.99,-32.92,-18.89,14.22,0.00,2,4,6.70,-0.11,672,0.43,1.03,7.50,-0.15,50.94,平仓
