x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
S29回测结果-S29f01-全市场,15.82,-51.09,-42.15,396.18,23.12,13,10,30.41,0.64,1217,1.95,4.30,82.40,0.52,54.96
S29回测结果-S29f01-中证500,6.99,-61.31,-42.98,240.51,11.04,11,8,30.73,0.38,932,1.97,2.01,52.81,0.23,54.51
S29回测结果-S29f01-沪深300,7.44,-54.04,-38.83,208.28,8.36,10,11,26.96,0.40,1361,1.73,2.56,43.60,0.28,51.96
S29回测结果-S29f02-全市场,32.91,-52.14,-35.76,745.56,51.88,14,7,33.58,1.02,882,2.15,11.84,168.97,0.98,55.31
S29回测结果-S29f02-中证500,24.52,-57.62,-40.20,550.35,42.56,11,10,36.28,0.79,926,2.32,21.67,104.40,0.68,54.30
S29回测结果-S29f02-沪深300,24.17,-62.18,-46.06,503.63,32.40,16,10,33.50,0.81,714,2.14,9.79,101.70,0.72,51.72
S29回测结果-S29f03-全市场,25.63,-49.53,-42.42,522.91,38.26,15,9,30.01,0.91,1188,1.92,11.45,133.04,0.85,56.00
S29回测结果-S29f03-中证500,10.04,-56.41,-43.75,271.15,14.70,13,9,30.26,0.47,948,1.94,6.76,56.50,0.33,54.65
S29回测结果-S29f03-沪深300,8.40,-54.48,-38.24,235.13,10.04,12,10,26.51,0.44,1361,1.70,3.71,42.40,0.32,52.10
