x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
网络动量因子-全市场,26.03,-7.78,7.48,77.08,29.59,12,9,6.65,3.52,97,0.43,27.09,50.30,3.91,61.40
网络动量因子-中证500,15.34,-9.72,-6.10,57.92,18.10,14,8,7.36,1.98,178,0.47,14.61,41.94,2.08,55.89
网络动量因子-沪深300,11.50,-7.42,-5.80,67.39,14.37,10,8,7.54,1.48,242,0.48,5.43,52.91,1.52,53.68
