x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
因子01-全市场,9.38,-10.33,-4.91,22.33,8.52,12,10,8.49,1.10,193,0.54,9.40,16.32,1.11,50.79
因子01-中证500,1.75,-13.86,-12.49,18.81,0.72,9,8,9.13,0.24,503,0.58,-0.27,9.66,0.19,49.82
因子01-沪深300,-2.07,-25.45,-18.89,10.14,-3.06,8,20,9.20,-0.18,109,0.59,-1.32,4.98,-0.23,48.68
因子02-全市场,12.70,-11.35,-2.41,26.36,11.72,13,10,8.66,1.42,167,0.55,11.84,20.02,1.47,52.02
因子02-中证500,1.73,-16.83,-14.83,20.15,0.72,12,7,9.36,0.23,337,0.60,-0.17,12.35,0.18,49.65
因子02-沪深300,-1.58,-24.60,-19.98,12.97,-2.15,10,8,9.53,-0.12,133,0.61,-0.00,6.21,-0.17,49.21
因子03-全市场,21.66,-12.47,1.24,43.74,21.99,10,7,9.14,2.19,98,0.59,22.38,33.53,2.37,51.93
因子03-中证500,15.13,-14.12,0.10,31.99,13.35,15,8,8.13,1.78,98,0.52,12.74,22.01,1.86,54.65
因子03-沪深300,13.21,-15.43,-7.97,29.48,12.75,11,10,8.08,1.58,232,0.52,12.58,24.68,1.63,54.12
因子04-全市场,24.45,-11.55,5.19,46.22,25.04,9,7,8.87,2.51,80,0.57,24.84,36.12,2.76,54.12
因子04-中证500,17.94,-12.68,-0.20,33.68,15.03,15,14,8.11,2.08,120,0.52,14.99,24.58,2.21,55.61
因子04-沪深300,13.79,-10.61,-2.23,34.58,13.70,9,12,7.77,1.70,205,0.50,13.91,21.11,1.77,54.21
因子05-全市场,13.53,-10.90,0.78,26.26,12.87,10,8,8.67,1.51,118,0.56,13.41,20.12,1.56,52.63
因子05-中证500,3.67,-13.87,-9.73,21.01,2.08,9,7,9.37,0.43,340,0.60,0.57,12.22,0.39,49.91
因子05-沪深300,-0.17,-21.37,-19.83,12.48,-1.06,14,14,9.60,0.03,178,0.61,0.65,7.66,-0.02,48.42
因子06-全市场,13.95,-10.77,0.91,26.56,13.21,13,8,8.66,1.55,118,0.55,13.65,20.70,1.61,52.89
因子06-中证500,3.85,-13.39,-9.84,20.72,2.27,9,7,9.26,0.45,328,0.59,1.01,11.35,0.42,50.18
因子06-沪深300,-1.21,-22.14,-19.07,12.41,-2.23,14,16,9.44,-0.08,89,0.60,-1.11,6.31,-0.13,49.12
因子07-全市场,23.78,-11.88,3.48,45.61,24.22,9,10,8.91,2.44,84,0.57,23.99,35.57,2.67,53.25
因子07-中证500,16.33,-12.98,-0.00,31.32,13.68,15,8,8.02,1.93,84,0.51,13.04,22.44,2.04,55.79
因子07-沪深300,15.58,-12.40,-2.38,33.75,14.19,8,8,8.09,1.83,231,0.52,14.90,23.51,1.93,53.68
因子08-全市场,23.55,-11.85,3.85,44.90,24.02,9,8,8.89,2.43,81,0.57,23.68,35.06,2.65,53.77
因子08-中证500,15.83,-12.59,-1.00,32.40,13.01,15,8,7.92,1.90,82,0.51,11.61,23.02,2.00,55.35
因子08-沪深300,16.09,-12.00,-1.36,35.26,14.79,8,8,8.05,1.89,215,0.52,15.14,24.82,2.00,54.30
