x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
S29回测结果-S29f01-全市场,15.03,-51.09,-42.15,396.18,22.98,13,10,30.33,0.61,1217,1.94,4.82,79.92,0.50,54.81
S29回测结果-S29f01-中证500,6.19,-61.31,-42.98,240.51,11.19,11,8,30.60,0.35,932,1.96,2.61,51.81,0.20,54.20
S29回测结果-S29f01-沪深300,7.05,-54.04,-38.83,208.28,8.64,10,11,26.85,0.39,1361,1.72,3.01,41.66,0.26,51.82
S29回测结果-S29f02-全市场,31.79,-52.14,-35.76,745.56,51.33,14,7,33.45,0.99,882,2.14,12.51,165.71,0.95,55.05
S29回测结果-S29f02-中证500,23.50,-57.62,-40.20,550.35,41.98,11,10,36.13,0.77,926,2.31,21.07,103.71,0.65,53.99
S29回测结果-S29f02-沪深300,24.54,-62.18,-46.06,503.63,32.75,16,10,33.39,0.82,714,2.14,10.58,99.66,0.73,51.70
S29回测结果-S29f03-全市场,24.45,-49.53,-42.42,522.91,37.82,15,9,29.91,0.88,1188,1.91,11.62,130.30,0.82,55.76
S29回测结果-S29f03-中证500,9.70,-56.41,-43.75,271.15,14.89,13,9,30.11,0.46,948,1.93,7.35,55.64,0.32,54.53
S29回测结果-S29f03-沪深300,8.11,-54.48,-38.24,235.13,10.26,12,10,26.38,0.43,1361,1.69,4.20,41.22,0.31,51.96
