x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
S34增强效果-上证综指-增强前,5.75,-52.30,-45.16,149.98,8.41,11,9,21.75,0.37,422,1.39,4.16,46.19,0.26,53.78
S34增强效果-上证综指-增强前,14.70,-40.19,-34.01,174.93,17.68,10,7,22.71,0.72,155,1.45,10.45,60.35,0.65,54.99
S34增强效果-上证综指-增强后-增强前,11.79,-17.07,-9.19,47.37,12.27,10,7,10.72,1.09,285,0.69,13.02,25.07,1.10,57.72
S34增强效果-上证50-增强前,8.86,-44.70,-38.51,132.32,11.56,19,9,23.62,0.48,440,1.51,7.39,46.62,0.38,50.67
S34增强效果-上证50-增强前,11.30,-42.77,-34.42,141.57,14.32,13,9,23.30,0.58,1116,1.49,9.56,51.37,0.49,51.02
S34增强效果-上证50-增强后-增强前,4.19,-5.75,-3.97,12.84,4.41,10,7,4.76,0.89,357,0.30,4.98,8.15,0.88,52.92
S34增强效果-中证500-增强前,8.36,-65.20,-50.23,197.62,12.04,9,7,26.60,0.44,113,1.70,5.15,45.48,0.31,54.71
S34增强效果-中证500-增强前,15.74,-58.02,-41.93,241.57,20.62,10,7,28.19,0.66,104,1.80,11.68,65.12,0.56,55.36
S34增强效果-中证500-增强后-增强前,11.19,-27.74,-18.14,77.67,12.32,11,7,14.50,0.80,506,0.93,9.26,33.63,0.77,56.16
S34增强效果-沪深300-增强前,8.88,-46.70,-42.53,147.77,11.52,12,9,23.05,0.49,436,1.48,8.20,46.48,0.39,52.37
S34增强效果-沪深300-增强前,14.94,-41.87,-36.67,157.02,17.45,12,9,23.48,0.71,1121,1.50,13.40,52.83,0.64,53.12
S34增强效果-沪深300-增强后-增强前,9.62,-11.56,-9.53,23.65,9.25,11,8,7.81,1.22,284,0.50,9.85,15.67,1.23,55.61
