x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
理想反转-全市场,19.69,-6.06,9.75,29.69,20.54,11,12,6.03,3.01,57,0.39,21.00,24.74,3.27,55.98
理想反转-中证500,9.65,-10.02,-5.89,31.61,10.11,9,11,7.12,1.33,203,0.46,8.21,22.73,1.35,52.43
理想反转-沪深300,8.86,-14.87,-8.36,22.62,8.91,9,10,7.20,1.22,210,0.46,9.76,16.31,1.23,54.36
聪明钱-全市场,13.80,-6.30,-2.04,53.16,15.53,12,11,5.22,2.51,214,0.33,10.45,41.77,2.64,56.82
聪明钱-中证500,12.35,-12.15,-10.99,47.52,14.09,10,8,6.82,1.74,117,0.44,11.65,35.50,1.81,56.04
聪明钱-沪深300,11.64,-10.01,-8.04,59.75,12.37,14,9,7.25,1.56,487,0.46,4.89,42.89,1.61,54.98
APM-全市场,14.62,-6.89,2.20,30.17,15.38,13,8,4.93,2.79,107,0.32,15.23,22.89,2.96,58.84
APM-中证500,11.74,-12.64,-8.82,36.11,12.48,13,8,6.23,1.81,333,0.40,14.80,21.98,1.89,55.65
APM-沪深300,10.75,-8.60,-3.97,29.71,10.48,15,8,7.08,1.48,238,0.45,10.19,20.96,1.52,55.15
S32综合因子-全市场,25.88,-6.53,5.07,50.84,27.53,24,8,5.28,4.39,65,0.34,26.93,42.77,4.90,61.19
S32综合因子-中证500,16.52,-10.74,-7.07,64.61,18.56,11,9,6.68,2.32,99,0.43,17.78,47.06,2.47,55.59
S32综合因子-沪深300,16.25,-8.22,-4.74,39.83,17.31,23,11,6.64,2.30,87,0.43,17.44,30.06,2.45,57.21
