x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
沪深300,9.71,-46.70,-40.20,142.23,13.55,12,8,24.77,0.50,332,1.59,9.68,52.92,0.39,52.61
沪深300组合,9.20,-14.35,-1.40,30.13,9.67,12,7,8.52,1.08,230,0.55,7.82,21.09,1.08,54.23
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
中证500,9.80,-65.20,-45.28,186.55,11.41,12,7,28.60,0.47,112,1.83,2.71,54.18,0.34,54.83
中证500组合,7.88,-20.66,-6.16,35.00,7.57,9,8,10.13,0.80,342,0.65,5.88,19.08,0.78,54.29
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
上证50,9.08,-44.70,-38.02,131.04,14.39,19,10,25.22,0.47,336,1.61,12.02,52.04,0.36,50.81
上证50组合,6.52,-10.92,-5.47,23.98,7.22,8,7,7.56,0.87,287,0.48,6.62,16.82,0.86,51.53
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
上证综指,6.06,-52.30,-41.88,146.28,9.65,11,9,23.42,0.37,286,1.50,3.61,53.31,0.26,54.11
上证综指组合,12.14,-21.34,-6.42,43.82,12.04,12,8,10.77,1.12,205,0.69,8.56,32.62,1.13,57.24
