x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
理想反转-全市场,20.09,-6.06,9.75,29.69,20.71,11,12,6.02,3.07,57,0.39,21.12,24.76,3.33,56.16
理想反转-中证500,9.99,-10.02,-5.89,31.61,10.18,9,11,7.15,1.37,203,0.46,8.38,22.78,1.40,52.60
理想反转-沪深300,9.05,-14.87,-8.36,22.62,9.18,9,10,7.18,1.24,210,0.46,9.99,16.41,1.26,54.50
聪明钱-全市场,14.30,-6.30,-1.96,53.16,15.89,12,11,5.22,2.59,141,0.33,10.63,41.91,2.74,57.13
聪明钱-中证500,12.93,-12.15,-10.99,47.52,14.58,10,8,6.83,1.82,117,0.44,11.82,35.65,1.89,56.39
聪明钱-沪深300,11.98,-10.01,-8.04,59.75,12.51,14,9,7.25,1.60,487,0.46,4.77,42.98,1.65,55.19
APM-全市场,14.88,-6.89,2.20,30.17,15.60,13,8,4.96,2.82,107,0.32,15.34,22.99,3.00,59.18
APM-中证500,12.03,-12.64,-8.82,36.11,12.72,13,8,6.24,1.85,333,0.40,14.96,22.06,1.93,55.76
APM-沪深300,10.63,-8.60,-3.97,29.71,10.64,15,8,7.09,1.46,238,0.45,10.41,21.12,1.50,55.19
S32综合因子-全市场,26.24,-6.53,5.07,50.84,27.94,24,8,5.30,4.43,65,0.34,27.05,43.09,4.95,61.12
S32综合因子-中证500,16.91,-10.74,-7.07,64.61,18.98,11,9,6.71,2.36,99,0.43,18.03,47.35,2.52,55.82
S32综合因子-沪深300,16.60,-8.22,-4.74,39.83,17.74,23,11,6.62,2.35,87,0.42,17.59,30.19,2.51,57.41
