x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
000001,6.65,-21.05,-13.56,45.16,17.93,3,2,17.45,0.46,462,1.12,21.49,37.55,0.38,51.66
000905,8.38,-32.38,-21.06,71.71,26.86,3,3,22.82,0.47,519,1.46,34.93,59.62,0.37,52.13
000300,7.20,-21.76,-11.89,45.92,18.50,3,2,18.71,0.47,462,1.20,22.15,38.01,0.38,48.82
