x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
HP-全市场,11.13,-8.00,-3.28,55.48,12.49,15,10,5.38,1.99,202,0.34,9.72,31.87,2.07,55.29
HP-中证500,10.36,-8.07,-4.01,46.13,11.29,12,9,6.51,1.55,258,0.42,8.19,26.92,1.59,53.69
HP-沪深300,5.87,-9.44,-7.13,34.43,7.17,11,10,7.34,0.81,498,0.47,4.89,20.92,0.80,50.61
MA12-全市场,16.99,-10.18,-2.95,65.36,19.06,14,13,6.76,2.36,180,0.43,17.10,34.17,2.51,55.81
MA12-中证500,14.80,-12.65,-8.33,56.05,16.82,14,12,7.74,1.82,293,0.50,15.09,34.16,1.91,53.51
MA12-沪深300,6.54,-18.89,-14.45,40.17,8.23,14,9,8.78,0.77,267,0.56,6.99,19.94,0.74,51.93
MA24-全市场,18.36,-10.40,-1.03,65.48,19.44,15,8,6.75,2.53,173,0.43,17.13,39.22,2.72,55.41
MA24-中证500,16.48,-10.33,-6.34,56.41,17.43,12,11,7.43,2.09,270,0.48,15.09,37.21,2.22,55.15
MA24-沪深300,8.08,-18.65,-12.54,42.52,9.42,14,12,8.43,0.96,410,0.54,6.42,25.66,0.96,51.61
MA36-全市场,16.02,-10.83,-0.13,58.39,16.48,13,10,6.22,2.42,173,0.40,14.36,31.96,2.58,55.06
MA36-中证500,14.49,-9.69,-6.18,57.07,15.35,12,9,7.02,1.96,330,0.45,14.66,36.05,2.06,54.78
MA36-沪深300,8.77,-17.76,-10.81,44.00,9.44,10,10,7.77,1.12,267,0.50,7.31,26.69,1.13,52.28
MA48-全市场,15.07,-10.72,-1.03,53.89,15.42,13,9,6.22,2.29,194,0.40,14.28,26.98,2.42,55.46
MA48-中证500,12.07,-9.21,-7.12,50.14,12.73,13,9,7.06,1.65,280,0.45,11.68,33.46,1.71,54.18
MA48-沪深300,7.75,-18.17,-11.64,29.76,8.02,12,18,7.79,1.00,275,0.50,8.67,19.36,0.99,51.57
MA60-全市场,13.79,-9.86,-0.29,44.23,14.38,16,9,6.17,2.13,134,0.40,14.36,22.78,2.24,54.79
MA60-中证500,9.88,-10.46,-8.35,50.15,10.51,17,9,6.84,1.41,180,0.44,7.83,30.71,1.44,53.31
MA60-沪深300,6.31,-24.74,-17.20,28.46,7.42,13,10,7.68,0.84,249,0.49,10.77,17.24,0.82,51.25
