x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
S55CSI300,25.74,-15.91,-10.84,230.43,32.99,13,11,16.45,1.48,283,1.05,16.77,97.55,1.56,53.58
S55CSI50,21.23,-15.68,-9.86,157.64,24.47,12,10,16.38,1.26,601,1.05,12.55,93.96,1.30,52.71
S55CSI500,28.91,-20.75,-15.87,155.55,34.20,10,10,17.34,1.55,301,1.11,28.59,82.94,1.67,54.42
S55ETFetf300_min,17.62,-19.50,-1.21,66.26,25.88,8,9,12.82,1.33,236,0.82,20.49,55.62,1.37,53.39
S55ETFetf500_min,18.11,-8.69,7.91,39.95,24.96,8,6,13.38,1.31,132,0.86,26.10,34.51,1.35,53.69
S55ETFetf50_min,24.79,-6.08,2.61,48.90,23.12,9,6,11.67,1.96,133,0.75,17.61,43.21,2.12,55.16
S55FWDZJIC,10.57,-19.63,-12.90,31.05,13.88,13,8,16.39,0.70,307,1.05,14.62,24.38,0.65,53.52
S55FWDZJIF,27.58,-22.38,-18.46,210.27,35.31,10,15,17.41,1.49,408,1.11,26.50,101.95,1.58,53.07
S55FWDZJIH,3.13,-26.02,-16.51,19.46,-0.02,10,8,11.83,0.32,16,0.76,-0.39,11.77,0.26,49.31
