x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
,总计交易日,交易次数,盈利次数,亏损次数,平均盈利率%,平均亏损率%,成功率%,累计收益率%,最大回撤率%,年化收益率%,累计收益（无手续费）%,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
ZJIH,914,914,247,667,0.517536554406256,-0.164756747500665,27.0240700218818,18.7668251017999,12.9708877522274,5.13315785060172,30.1309283216239,4.73,-12.97,-12.20,14.09,2.58,5,18,6.31,0.77,388,0.40,4.11,9.42,0.75,27.05
ZJIC,931,931,267,664,0.723704091905748,-0.209407619771926,28.6788399570354,69.6171169386277,6.00279927196089,18.6941774808345,86.1564575924029,14.97,-6.00,3.68,33.05,18.01,4,15,8.39,1.71,100,0.54,17.89,26.18,1.78,28.71
ZJIF,2149,2149,583,1566,0.666668144554328,-0.191821349007895,27.1288971614705,134.166204433372,8.96762532888413,15.6079809717743,190.277817611404,10.17,-8.97,-3.37,34.79,9.70,6,28,8.56,1.17,232,0.55,7.72,21.43,1.19,27.14
