x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
,总计交易日,交易次数,盈利次数,亏损次数,平均盈利率%,平均亏损率%,成功率%,累计收益率%,最大回撤率%,年化收益率%,累计收益（无手续费）%,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
ZJIH,870,870,230,640,0.512957697815581,-0.165091837182756,26.4367816091954,12.3451906341424,12.9708877522274,3.54746857302942,22.5551186834365,3.35,-12.97,-12.20,11.58,1.91,5,18,6.21,0.56,147,0.40,3.61,8.49,0.54,26.47
ZJIC,887,887,254,633,0.722643636751722,-0.20908677542696,28.6358511837655,64.7224572150029,6.00279927196089,18.2419552466186,79.9913726650309,14.84,-6.00,3.68,33.05,18.17,4,15,8.42,1.69,100,0.54,18.53,26.58,1.76,28.67
ZJIF,2105,2105,569,1536,0.667749966359058,-0.192433423916736,27.0308788598575,125.316025894893,8.96762532888413,14.883138467327,178.081800272996,9.90,-8.97,-3.37,34.79,9.45,6,28,8.58,1.14,232,0.55,7.43,21.52,1.15,27.04
