x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
000300,11.07,-13.88,-13.29,97.52,12.36,12,9,5.08,2.09,583,0.33,7.47,33.51,2.18,47.90
000905,7.68,-18.91,-15.06,99.90,9.48,16,13,5.02,1.50,931,0.32,3.61,33.10,1.53,50.61
000906,8.94,-14.15,-12.28,98.76,10.53,24,13,4.69,1.85,921,0.30,5.07,31.42,1.91,52.71
