x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
Bf_val12-全市场,-4.26,-45.97,-28.26,20.86,-2.08,12,12,6.91,-0.60,391,0.44,-0.18,13.43,-0.62,48.96
Bf_val12-中证500,-3.59,-49.59,-23.35,36.10,-1.33,14,11,7.76,-0.43,253,0.50,-3.96,25.28,-0.46,48.38
Bf_val12-沪深300,-1.60,-36.19,-17.86,21.69,-0.12,8,14,7.32,-0.18,128,0.47,-0.90,14.60,-0.22,48.33
Bf_val13-全市场,-4.36,-46.82,-29.41,19.09,-1.74,13,11,7.15,-0.59,375,0.46,0.11,12.31,-0.61,49.81
Bf_val13-中证500,-4.83,-48.69,-22.37,27.46,-3.11,14,18,7.98,-0.58,339,0.51,-3.42,16.85,-0.60,48.33
Bf_val13-沪深300,-2.75,-32.87,-19.95,15.96,-1.17,7,11,7.37,-0.34,373,0.47,-2.11,11.14,-0.37,47.74
Bf_val14-全市场,-2.52,-39.05,-25.26,18.94,-0.04,10,10,6.87,-0.34,461,0.44,2.02,13.66,-0.37,49.97
Bf_val14-中证500,-4.24,-45.06,-21.67,23.83,-2.88,14,11,7.81,-0.52,242,0.50,-2.71,12.58,-0.54,49.34
Bf_val14-沪深300,-2.31,-29.66,-17.48,14.73,0.02,8,14,7.09,-0.29,317,0.45,-0.29,9.56,-0.33,49.76
Bf_val15-全市场,-0.82,-34.74,-23.73,18.22,1.48,11,10,6.86,-0.09,350,0.44,3.82,14.72,-0.12,50.72
Bf_val15-中证500,-4.31,-42.29,-20.64,25.35,-2.87,14,17,7.68,-0.54,394,0.49,-4.74,13.70,-0.56,48.22
Bf_val15-沪深300,-0.44,-25.08,-17.73,13.63,1.38,10,14,7.00,-0.03,385,0.45,2.45,9.76,-0.06,49.20
Bf_val16-全市场,1.00,-29.63,-23.40,25.17,3.38,12,16,7.21,0.17,350,0.46,5.42,16.95,0.14,50.98
Bf_val16-中证500,-2.13,-39.33,-20.89,32.29,-0.48,14,11,7.81,-0.24,260,0.50,-1.24,16.71,-0.27,49.76
Bf_val16-沪深300,-0.46,-23.85,-13.97,18.30,1.68,9,10,6.83,-0.03,318,0.44,1.80,11.56,-0.07,48.91
