x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
S51P1曲线,13.95,-52.38,-40.34,211.96,16.80,12,12,27.53,0.61,1263,1.76,11.02,53.47,0.51,52.30
S51P1对冲000905,10.01,-15.84,-9.09,36.41,9.82,17,11,12.51,0.83,340,0.80,8.47,23.51,0.80,51.31
S51P1对冲000300,9.47,-29.85,-18.04,89.31,9.91,11,11,16.05,0.64,621,1.03,4.96,36.82,0.59,52.82
S51P2曲线,13.74,-57.68,-41.60,282.86,19.36,14,9,28.07,0.60,881,1.80,12.10,67.17,0.49,54.94
S51P2对冲000905,10.39,-23.99,-15.39,39.08,11.19,14,11,9.14,1.13,671,0.58,8.56,28.82,1.14,56.17
S51P2对冲000300,9.07,-44.37,-36.95,89.81,11.29,15,10,17.75,0.58,418,1.14,7.76,50.55,0.51,56.37
S51P3曲线,12.23,-62.61,-43.09,201.82,13.80,11,9,28.80,0.55,1244,1.84,7.47,55.96,0.42,52.08
S51P3对冲000905,8.74,-33.03,-23.27,48.32,7.95,17,13,12.54,0.73,482,0.80,6.78,27.68,0.70,52.64
S51P3对冲000300,7.47,-42.11,-34.60,76.31,7.44,14,15,19.51,0.47,955,1.25,3.03,38.24,0.38,54.30
重仓股方法择时,16.67,-51.28,-33.02,201.26,19.08,11,9,28.04,0.69,1213,1.79,12.42,69.68,0.59,52.28
重仓股方法择时-对冲300,12.80,-25.65,-23.27,68.80,12.38,17,13,12.48,1.03,482,0.80,10.62,39.27,1.03,52.72
