x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
因子01-全市场,7.98,-10.95,-7.11,22.33,8.06,12,10,8.79,0.92,193,0.56,8.14,16.20,0.91,50.59
因子01-中证500,1.47,-14.45,-12.49,18.81,0.27,9,8,9.18,0.21,503,0.59,-0.81,9.55,0.16,49.92
因子01-沪深300,-1.70,-25.45,-18.89,10.14,-3.39,8,20,9.25,-0.14,109,0.59,-1.74,4.89,-0.18,48.82
因子02-全市场,11.25,-11.35,-5.52,26.36,11.21,13,10,8.99,1.23,167,0.58,11.41,19.90,1.25,51.60
因子02-中证500,1.28,-16.84,-14.83,20.15,0.22,12,7,9.43,0.18,337,0.60,-0.47,12.23,0.14,49.66
因子02-沪深300,-1.32,-25.40,-19.98,12.97,-2.71,10,8,9.62,-0.09,133,0.62,-0.47,6.16,-0.14,49.32
因子03-全市场,21.05,-12.47,1.24,43.74,21.73,10,7,9.39,2.08,98,0.60,21.91,33.00,2.24,52.20
因子03-中证500,15.06,-14.12,0.10,31.99,13.73,15,8,8.20,1.75,98,0.53,12.94,22.31,1.84,54.56
因子03-沪深300,14.66,-15.43,-7.97,29.48,12.63,11,10,8.07,1.74,232,0.52,12.36,24.53,1.82,54.56
因子04-全市场,23.59,-11.55,5.19,46.22,24.66,9,7,9.12,2.37,80,0.58,24.40,35.80,2.59,54.22
因子04-中证500,17.29,-12.68,-0.20,33.68,15.32,15,14,8.15,2.00,120,0.52,16.15,24.36,2.12,55.24
因子04-沪深300,14.77,-10.61,-2.23,34.58,13.56,9,12,7.78,1.81,205,0.50,13.36,21.02,1.90,54.48
因子05-全市场,12.10,-10.90,-4.24,26.26,12.36,10,8,8.98,1.32,118,0.57,12.80,19.94,1.35,52.36
因子05-中证500,3.24,-13.87,-9.73,21.01,1.74,9,7,9.40,0.39,340,0.60,0.22,11.65,0.35,50.00
因子05-沪深300,-0.03,-21.65,-19.83,12.48,-1.42,14,14,9.66,0.05,178,0.62,0.40,7.50,-0.00,48.65
因子06-全市场,12.48,-10.77,-3.94,26.56,12.70,13,8,8.97,1.36,118,0.57,13.18,20.60,1.39,52.53
因子06-中证500,3.33,-13.39,-9.84,20.72,1.93,9,7,9.29,0.40,328,0.59,0.52,10.92,0.36,50.17
因子06-沪深300,-1.07,-23.16,-19.07,12.41,-2.56,14,16,9.51,-0.07,89,0.61,-1.58,6.21,-0.11,49.32
因子07-全市场,23.10,-11.88,3.48,45.61,23.89,9,10,9.13,2.32,84,0.58,23.52,35.12,2.53,53.55
因子07-中证500,16.09,-12.98,-0.00,31.32,14.07,15,8,8.08,1.89,84,0.52,13.33,22.69,1.99,55.49
因子07-沪深300,16.59,-12.40,-2.38,33.75,14.17,8,8,8.07,1.94,231,0.52,14.72,23.44,2.06,54.05
因子08-全市场,22.86,-11.85,3.85,44.90,23.70,9,8,9.10,2.31,81,0.58,23.32,34.57,2.51,54.05
因子08-中证500,15.52,-12.59,-1.00,32.40,13.48,15,8,7.99,1.85,82,0.51,12.01,23.80,1.94,54.81
因子08-沪深300,17.03,-12.00,-1.36,35.26,14.73,8,8,8.05,2.00,215,0.52,15.02,24.74,2.12,54.56
