x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
S52P2:dongfang-v1,26.16,-9.08,10.35,62.62,27.37,14,14,6.82,3.45,82,0.44,25.12,41.20,3.84,58.27
S52P2:dongfang-v2,34.81,-9.75,10.07,91.81,37.81,21,10,6.96,4.33,108,0.45,32.04,61.61,5.00,62.57
S52P2:equal,18.38,-6.41,-0.20,38.35,19.66,16,9,5.96,2.86,88,0.38,19.52,29.43,3.08,56.39
S52P2:guojun,27.07,-9.54,11.42,66.37,28.34,12,14,7.06,3.43,78,0.45,25.54,43.31,3.83,58.12
S52P2:icir,25.45,-8.50,7.58,65.07,27.23,13,14,6.63,3.46,65,0.42,24.65,42.87,3.84,58.32
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
策略曲线,17.60,-67.11,-53.64,238.24,19.92,14,10,34.53,0.64,529,2.21,11.99,72.71,0.51,56.28
000906,5.87,-71.76,-69.85,160.42,5.92,11,10,27.55,0.35,1847,1.76,2.91,46.43,0.21,53.28
000905,8.09,-72.42,-65.56,197.63,9.22,17,10,31.12,0.41,1679,1.99,2.76,53.90,0.26,55.51
对冲000906,12.14,-44.02,-37.94,88.36,15.97,15,13,15.77,0.81,224,1.01,16.13,46.67,0.77,56.07
对冲000905,9.49,-27.33,-22.78,65.72,12.17,16,10,9.93,0.96,240,0.64,11.47,35.04,0.96,53.24
