sta_re1,sta_re2,sta_re3,sta_re4,sta_re5,sta_re6,sta_re7,sta_re8,sta_re9,sta_re10,sta_re11,sta_re12,sta_re13,sta_re14,sta_re15,sta_re16
连苯乙烯2101,-17.81,-46.11,-42.57,-7.11,-27.69,7,11,29.59,-0.52,NaN,1.89,-29.31,-12.19,-0.60,49.06
连苯乙烯2101-择时,47.53,-10.20,22.90,46.97,32.41,11,5,16.67,2.43,136,1.07,30.75,42.96,2.85,55.06
连乙二醇2101,-23.28,-46.08,-36.82,-0.27,-17.67,6,9,24.18,-0.98,NaN,1.55,-17.32,-8.22,-0.96,48.91
连乙二醇2101-择时,0.66,-25.85,-16.63,24.23,-1.54,9,5,14.73,0.12,123,0.94,-2.38,5.65,0.04,49.13
连纤维板2101,13.41,-72.25,-62.58,245.49,38.22,12,8,35.47,0.53,338,2.27,18.31,128.21,0.38,49.80
连纤维板2101-择时,28.22,-31.52,-24.67,254.15,45.83,10,6,23.33,1.18,527,1.49,17.56,192.74,1.21,51.46
郑玻璃101,9.18,-39.13,-29.01,56.47,8.75,8,10,19.92,0.54,913,1.27,8.09,33.30,0.46,51.77
郑玻璃101-择时,-4.51,-43.62,-25.08,17.39,-5.95,9,9,11.01,-0.36,20,0.71,-4.57,3.50,-0.41,48.40
沪燃油2101,-7.55,-91.02,-66.55,131.85,-1.76,10,9,26.95,-0.16,387,1.73,-5.63,44.88,-0.28,51.76
沪燃油2101-择时,1.42,-61.74,-56.40,80.98,4.33,10,10,17.45,0.17,390,1.12,1.98,31.85,0.08,49.50
沪热轧卷板2101,13.48,-50.15,-41.21,157.85,20.73,12,9,23.85,0.65,627,1.53,14.79,71.39,0.57,51.65
沪热轧卷板2101-择时,7.69,-42.36,-29.11,109.23,10.91,10,10,15.63,0.55,183,1.00,0.48,54.86,0.49,49.56
连铁矿石2101,15.21,-62.11,-49.83,177.86,26.64,9,8,32.11,0.60,751,2.06,25.86,85.01,0.47,51.03
连铁矿石2101-择时,6.78,-29.13,-22.88,66.90,10.27,8,12,20.49,0.42,171,1.31,6.67,30.39,0.33,48.67
中证2012,8.12,-51.03,-38.21,67.20,8.23,8,6,33.31,0.40,1234,2.13,6.70,39.18,0.24,52.98
中证2012-择时,2.11,-26.86,-18.12,30.81,2.93,8,7,16.27,0.21,930,1.04,2.14,17.75,0.13,50.08
沪深2012,5.12,-45.89,-33.97,115.08,7.11,9,9,24.85,0.33,1019,1.59,3.64,31.55,0.21,50.27
沪深2012-择时,1.41,-37.85,-24.86,60.45,2.45,10,10,16.39,0.17,431,1.05,0.43,18.99,0.09,49.36
上证2012,3.96,-44.52,-30.87,42.17,8.27,9,7,25.45,0.28,525,1.63,9.26,32.76,0.16,52.11
上证2012-择时,-1.26,-17.29,-13.39,23.84,0.90,7,10,11.45,-0.05,695,0.73,-0.49,10.98,-0.11,47.81
连焦炭2101,3.20,-81.91,-46.14,264.10,13.39,16,9,27.13,0.25,1769,1.74,-7.35,115.42,0.12,49.64
连焦炭2101-择时,21.93,-32.26,-23.10,166.01,27.22,16,10,20.04,1.09,368,1.28,18.40,70.66,1.09,50.49
连鸡蛋2101,-11.04,-64.55,-54.13,29.76,-7.55,10,9,20.23,-0.48,69,1.29,-6.95,14.68,-0.55,49.22
连鸡蛋2101-择时,0.24,-31.61,-26.35,28.32,-0.58,10,9,12.43,0.08,152,0.80,1.64,11.35,0.02,50.12
连焦煤2101,7.86,-60.38,-43.32,189.13,16.83,7,7,27.21,0.41,878,1.74,8.54,86.16,0.29,50.50
连焦煤2101-择时,-2.86,-41.32,-26.90,40.98,-2.36,7,10,14.90,-0.12,631,0.95,-7.05,24.19,-0.19,47.71
郑粳稻101,-5.61,-36.20,-23.35,18.00,-5.37,6,7,21.81,-0.16,60,1.40,-5.87,9.77,-0.26,46.07
郑粳稻101-择时,-5.50,-22.50,-19.85,8.24,-6.42,6,7,12.17,-0.40,170,0.78,-8.24,4.48,-0.45,49.85
连聚乙烯2101,-0.41,-63.67,-55.50,102.65,0.03,9,13,21.87,0.09,54,1.40,0.46,21.29,-0.02,50.78
连聚乙烯2101-择时,1.43,-47.19,-26.33,79.90,3.11,13,11,15.73,0.17,584,1.01,-0.27,23.60,0.09,50.14
郑晚籼稻011,-5.30,-34.69,-27.86,17.06,-14.88,5,9,22.61,-0.13,97,1.45,-18.15,-0.78,-0.23,46.80
郑晚籼稻011-择时,-12.63,-36.62,-32.03,2.99,-15.11,7,6,13.07,-0.97,168,0.84,-17.18,-0.31,-0.97,45.62
连豆粕2105,6.52,-45.60,-27.65,102.62,9.00,9,8,20.38,0.41,1030,1.30,6.38,31.65,0.32,50.99
连豆粕2105-择时,7.16,-29.39,-22.65,79.82,8.21,9,9,14.73,0.54,774,0.94,4.18,33.30,0.49,50.06
郑甲醇101,-6.10,-60.26,-42.32,58.18,-4.09,8,11,22.43,-0.17,1137,1.44,-6.90,28.62,-0.27,48.73
郑甲醇101-择时,4.49,-25.55,-22.96,39.84,5.51,11,10,13.85,0.39,172,0.89,3.73,23.86,0.32,49.81
沪镍2102,-0.89,-43.98,-38.28,53.28,3.60,7,6,24.63,0.09,1056,1.58,1.57,24.93,-0.04,52.09
沪镍2102-择时,12.62,-18.53,-9.62,42.12,14.62,7,7,14.69,0.88,290,0.94,13.02,32.00,0.86,52.47
20号胶2101,0.78,-30.21,-12.08,14.41,-4.11,5,8,26.65,0.16,47,1.71,-4.62,2.28,0.03,50.69
20号胶2101-择时,-6.13,-20.21,-13.32,-1.35,-8.97,7,9,13.09,-0.42,34,0.84,-9.14,-5.98,-0.47,47.92
郑菜油101,0.19,-64.86,-52.33,55.23,-1.98,8,10,18.26,0.10,35,1.17,-2.97,19.24,0.01,50.09
郑菜油101-择时,3.09,-19.87,-15.80,36.15,2.72,8,10,11.45,0.32,1439,0.73,2.61,10.56,0.27,49.62
连棕油2101,-5.83,-81.00,-61.73,49.24,-6.08,13,9,22.02,-0.16,29,1.41,-10.78,26.01,-0.26,50.36
连棕油2101-择时,6.35,-19.07,-18.60,52.66,6.58,11,12,13.99,0.51,1224,0.90,4.31,23.90,0.45,49.81
沪铅2012,-2.48,-46.32,-23.81,82.80,-0.25,11,10,17.36,-0.06,1374,1.11,-4.97,23.21,-0.14,49.29
沪铅2012-择时,-1.76,-29.29,-21.68,28.14,-1.31,8,8,9.47,-0.14,767,0.61,-2.74,10.46,-0.19,49.61
郑普麦107,-9.89,-76.61,-36.80,25.28,-7.41,7,9,16.67,-0.54,NaN,1.07,-6.71,7.71,-0.59,48.22
郑普麦107-择时,-0.93,-35.34,-25.91,36.39,-0.43,8,8,11.14,-0.03,480,0.71,-0.88,9.40,-0.08,49.16
连聚丙烯2101,6.97,-36.65,-29.85,121.08,7.96,7,7,20.91,0.43,497,1.34,0.77,35.54,0.33,50.00
连聚丙烯2101-择时,1.59,-20.74,-17.44,32.79,2.43,8,10,13.03,0.19,841,0.83,1.38,15.26,0.12,48.20
沪螺钢2101,1.47,-79.05,-41.19,113.91,3.54,11,10,21.43,0.18,17,1.37,-3.45,42.65,0.07,50.67
沪螺钢2101-择时,8.89,-44.73,-33.81,131.72,10.92,11,13,16.60,0.60,296,1.06,5.58,29.15,0.54,52.23
郑籼稻011,-2.72,-44.51,-23.41,56.47,-1.40,7,8,13.82,-0.13,30,0.88,-5.36,35.75,-0.20,47.27
郑籼稻011-择时,-2.88,-42.27,-38.49,19.06,-0.31,9,8,8.19,-0.32,653,0.52,1.17,10.24,-0.35,48.68
郑菜籽粕101,6.03,-32.43,-25.40,48.33,4.99,11,10,20.44,0.39,501,1.31,4.03,22.61,0.30,50.94
郑菜籽粕101-择时,-1.61,-28.56,-17.83,21.14,-0.50,8,8,11.82,-0.08,524,0.76,-1.56,11.01,-0.14,49.06
连粳米2101,-9.72,-13.78,-12.94,-8.77,-11.15,6,9,9.59,-1.02,NaN,0.61,-11.01,-9.78,-1.01,44.88
连粳米2101-择时,-3.65,-7.45,-6.36,-2.82,-4.08,6,10,4.55,-0.80,72,0.29,-3.76,-3.00,-0.80,47.70
郑油菜籽011,2.58,-34.83,-31.59,50.94,-0.32,8,10,22.83,0.23,438,1.46,-1.62,30.55,0.11,48.66
郑油菜籽011-择时,-16.20,-63.52,-43.68,0.92,-15.71,7,10,14.28,-1.17,84,0.91,-9.33,-2.36,-1.13,47.86
沪天胶2101,-4.70,-92.39,-55.07,116.08,-2.33,9,10,27.99,-0.03,1085,1.79,-9.11,43.37,-0.17,50.88
沪天胶2101-择时,11.29,-41.54,-29.77,94.38,14.53,9,8,21.08,0.61,753,1.35,13.17,45.34,0.54,49.95
中质含硫原油2101,-29.97,-74.34,-62.53,27.19,-25.78,7,9,33.31,-0.90,28,2.13,-23.68,3.08,-0.90,49.02
中质含硫原油2101-择时,5.92,-22.78,-20.84,22.08,3.01,7,8,18.62,0.40,310,1.19,4.32,15.72,0.32,52.77
郑硅铁101,-1.31,-41.34,-37.63,65.27,1.88,13,7,22.49,0.05,736,1.44,-4.19,44.60,-0.06,50.89
郑硅铁101-择时,15.19,-33.26,-30.24,109.78,24.78,6,8,16.61,0.93,315,1.06,21.24,77.87,0.91,50.89
郑锰硅101,11.36,-45.29,-44.34,185.90,25.59,11,8,23.92,0.57,391,1.53,13.35,70.74,0.47,50.61
郑锰硅101-择时,16.23,-29.23,-20.28,99.06,23.84,11,8,16.42,1.00,109,1.05,17.05,66.28,0.99,51.69
沪锡2101,3.10,-35.80,-27.55,79.09,6.06,8,9,18.31,0.26,329,1.17,-1.90,30.60,0.17,49.63
沪锡2101-择时,-4.98,-42.54,-30.45,25.23,-5.11,8,8,10.07,-0.46,112,0.64,-6.57,11.87,-0.49,47.09
沪纸浆2101,-11.80,-27.25,-22.05,-3.17,-13.47,7,5,14.03,-0.83,37,0.90,-12.99,-7.95,-0.84,48.67
沪纸浆2101-择时,-3.77,-14.09,-10.64,3.95,-5.43,6,9,8.33,-0.42,73,0.53,-6.07,-2.27,-0.45,46.02
郑白糖101,-3.81,-68.70,-47.39,57.31,-1.13,11,9,17.84,-0.13,4,1.14,-2.32,19.89,-0.21,49.79
郑白糖101-择时,2.56,-25.65,-18.80,46.82,2.75,10,10,11.08,0.28,223,0.71,1.88,14.11,0.23,48.48
沪不锈钢2101,-11.75,-25.49,-10.83,-1.63,-6.71,7,6,18.73,-0.58,4,1.20,-7.23,-3.46,-0.63,48.29
沪不锈钢2101-择时,3.72,-8.58,2.51,9.37,5.75,6,6,9.56,0.43,55,0.61,6.42,8.38,0.39,50.57
10年期国债期货2012,1.55,-7.55,-5.94,9.28,2.01,7,7,4.25,0.38,679,0.27,2.21,6.38,0.36,51.00
10年期国债期货2012-择时,0.89,-2.94,-1.40,5.33,1.14,6,11,2.32,0.39,434,0.15,0.90,3.36,0.38,47.81
郑PTA101,-6.36,-68.98,-50.87,69.40,-2.43,10,9,20.86,-0.21,633,1.34,-3.86,23.86,-0.30,49.91
郑PTA101-择时,12.36,-40.67,-31.09,79.80,14.78,9,11,15.30,0.84,932,0.98,11.16,47.48,0.81,49.82
5年期国债期货2012,0.55,-5.42,-4.83,7.77,1.23,13,9,3.03,0.20,793,0.19,1.63,3.88,0.18,51.86
5年期国债期货2012-择时,0.97,-3.29,-2.89,4.86,1.13,9,8,1.66,0.59,475,0.11,1.01,2.98,0.58,50.56
2年期国债期货2012,1.16,-2.32,0.60,3.68,1.59,7,7,1.13,1.03,77,0.07,1.47,2.75,1.03,53.94
2年期国债期货2012-择时,0.59,-0.45,-0.02,1.68,0.80,7,7,0.61,0.98,139,0.04,0.96,1.51,0.97,50.79
郑尿素101,11.63,-12.99,-3.49,18.48,4.60,6,10,18.37,0.69,217,1.18,3.32,13.06,0.63,53.26
郑尿素101-择时,9.12,-8.49,1.98,8.89,4.93,10,8,10.40,0.89,150,0.67,4.78,7.12,0.88,53.26
连PVC2101,-1.86,-65.64,-36.90,86.89,-1.92,9,9,17.10,-0.02,35,1.09,-4.87,21.58,-0.11,49.22
连PVC2101-择时,4.33,-15.05,-10.37,27.25,4.34,8,10,9.98,0.47,1213,0.64,3.08,16.16,0.43,49.26
郑强麦101,-5.72,-67.86,-35.51,24.45,-5.31,12,9,11.52,-0.45,228,0.74,-4.95,8.60,-0.50,50.09
郑强麦101-择时,0.45,-26.29,-17.17,25.15,0.78,11,9,7.34,0.10,142,0.47,-0.35,10.97,0.06,48.81
沪线材2102,9.00,-70.58,-43.70,105.01,13.03,11,8,20.96,0.51,2131,1.34,2.71,59.32,0.43,51.54
沪线材2102-择时,0.18,-37.76,-25.57,41.27,0.57,9,8,12.46,0.08,123,0.80,1.30,18.58,0.01,50.80
连豆油2101,-1.02,-79.06,-56.54,124.49,-0.46,11,8,19.19,0.04,95,1.23,-6.35,30.25,-0.05,50.58
连豆油2101-择时,2.57,-24.75,-19.65,39.89,2.77,9,10,12.50,0.27,622,0.80,2.53,12.98,0.21,49.47
郑动力煤101,8.10,-54.41,-39.66,95.16,12.34,7,11,18.42,0.52,803,1.18,4.46,65.97,0.44,49.76
郑动力煤101-择时,-0.45,-18.13,-12.90,25.47,0.47,12,9,10.71,0.01,354,0.69,-1.01,10.63,-0.04,52.19
沪锌2012,-3.33,-78.99,-70.65,97.19,0.52,8,7,23.38,-0.03,7,1.50,-1.23,45.33,-0.14,51.28
沪锌2012-择时,-0.32,-55.36,-29.88,72.29,-0.56,7,10,14.31,0.05,186,0.92,-3.47,23.01,-0.02,48.27
