x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
S57lasso-上证综指股票池-long-short,66.43,-26.36,0.11,221.92,69.06,11,9,23.42,2.30,107,1.50,60.20,121.79,2.84,55.92
S57lasso-500股票池-long-short,29.83,-20.16,-15.30,139.00,33.84,10,12,18.77,1.49,225,1.20,26.67,86.16,1.59,53.57
S57lasso-300股票池-long-short,3.23,-42.38,-26.89,66.84,4.07,8,10,17.52,0.27,377,1.12,-1.87,36.68,0.18,49.58
S57adaboost-上证综指股票池-long-short,71.24,-37.79,-28.39,214.79,75.92,16,11,22.00,2.56,281,1.41,78.77,126.52,3.24,56.89
S57adaboost-500股票池-long-short,18.00,-52.41,-47.53,88.00,18.24,12,10,19.25,0.96,673,1.23,19.49,58.86,0.94,52.07
S57adaboost-300股票池-long-short,10.69,-40.43,-29.38,45.76,8.24,14,10,19.27,0.62,491,1.23,9.21,32.68,0.55,50.52
S57adaboost-week-上证综指股票池-long-short,55.29,-40.08,-32.61,179.16,62.04,11,11,23.41,2.00,148,1.50,57.30,121.67,2.36,56.84
S57adaboost-week-500股票池-long-short,14.30,-64.19,-59.76,100.16,20.21,12,12,20.52,0.75,788,1.31,25.73,56.81,0.70,52.57
S57adaboost-week-300股票池-long-short,7.53,-40.60,-23.78,120.02,12.48,10,14,18.45,0.49,531,1.18,6.92,40.80,0.41,50.32
