x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
S53P2全行业IC加权-500股票池-多头,12.29,-47.08,-37.19,252.31,18.83,11,8,27.86,0.56,681,1.78,10.71,62.21,0.44,56.04
S53P2全行业IC加权-500股票池-指数对冲,10.38,-11.66,-8.39,45.41,11.20,12,9,5.73,1.75,169,0.37,9.24,30.49,1.81,54.70
S53P2全行业IC加权-300股票池-多头,6.14,-47.54,-42.01,207.80,10.81,10,9,24.96,0.36,893,1.60,2.87,55.53,0.25,52.31
S53P2全行业IC加权-300股票池-指数对冲,2.31,-20.83,-12.22,29.38,2.53,12,10,6.96,0.36,738,0.45,1.03,14.59,0.33,53.69
S53P2分行业IC加权-500股票池-多头,12.87,-48.74,-34.98,256.37,19.34,10,8,27.74,0.58,682,1.78,11.70,62.84,0.46,55.62
S53P2分行业IC加权-500股票池-指数对冲,10.92,-12.02,-9.87,42.78,11.73,11,9,5.46,1.93,108,0.35,9.07,29.94,2.00,55.24
S53P2分行业IC加权-300股票池-多头,8.92,-46.46,-41.51,211.31,13.83,11,9,24.55,0.47,1235,1.57,5.81,56.86,0.36,52.89
S53P2分行业IC加权-300股票池-指数对冲,4.94,-10.78,-8.49,31.81,5.42,13,9,6.08,0.82,310,0.39,4.13,16.50,0.81,55.20
S53P1IC加权-500股票池-做多,22.07,-50.29,-37.08,318.30,32.24,11,8,29.13,0.83,439,1.86,18.22,89.08,0.76,57.40
S53P1IC加权-500股票池-指数对冲,20.43,-19.09,-18.33,105.50,23.43,16,11,8.12,2.33,108,0.52,22.91,57.73,2.52,58.63
S53P1MHKQ加权-500股票池-做多,15.71,-47.95,-39.56,237.24,22.70,11,8,28.88,0.65,1261,1.85,12.22,73.43,0.54,56.80
S53P1MHKQ加权-500股票池-指数对冲,14.00,-19.03,-16.21,74.87,14.83,10,11,8.93,1.51,490,0.57,13.20,39.20,1.57,55.65
