x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
S5千3,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
300,11.75,-72.30,-70.85,314.32,22.00,12,10,26.78,0.55,73,1.71,4.89,97.15,0.44,53.80
择时策略,13.91,-25.00,-21.75,162.01,18.23,12,9,15.04,0.94,573,0.96,6.32,80.02,0.92,50.58
改进择时策略净值,14.38,-22.22,-17.56,130.61,18.07,12,7,14.99,0.97,522,0.96,7.91,68.30,0.96,50.92
