x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
买卖单Spread因子-全市场,10.79,-14.40,-6.89,26.33,10.19,16,10,6.39,1.64,304,0.41,10.41,20.68,1.69,56.74
买卖单Spread因子-中证500,9.95,-14.71,-10.58,28.12,9.94,12,11,7.29,1.34,289,0.47,9.39,20.81,1.36,54.02
买卖单Spread因子-沪深300,8.05,-13.56,-6.55,29.52,7.95,16,9,7.60,1.06,373,0.49,7.43,17.77,1.06,53.64
pareto买-全市场,4.35,-25.53,-20.40,29.57,6.65,10,16,7.55,0.60,348,0.48,7.97,19.87,0.58,51.89
pareto买-中证500,0.65,-32.94,-19.11,33.46,2.04,13,10,7.83,0.12,161,0.50,2.51,17.37,0.08,50.40
pareto买-沪深300,1.74,-17.61,-12.61,24.58,4.09,9,10,7.03,0.28,380,0.45,3.59,14.14,0.25,49.76
pareto买_adj-全市场,5.50,-24.39,-19.74,32.40,7.76,10,16,7.71,0.73,343,0.49,8.80,20.81,0.71,52.10
pareto买_adj-中证500,1.65,-32.62,-20.85,38.13,3.02,14,17,8.03,0.24,340,0.51,2.18,20.18,0.21,50.03
pareto买_adj-沪深300,1.68,-19.53,-16.18,24.44,3.79,9,10,7.23,0.27,396,0.46,3.75,13.77,0.23,49.18
pareto卖-全市场,5.57,-24.25,-19.73,29.63,7.66,11,16,7.43,0.77,306,0.48,7.93,20.95,0.75,52.79
pareto卖-中证500,0.28,-31.95,-19.79,26.09,1.40,14,10,7.89,0.07,339,0.51,1.45,13.82,0.04,50.40
pareto卖-沪深300,2.48,-16.25,-11.80,28.65,4.98,10,10,7.13,0.38,383,0.46,4.89,15.74,0.35,50.24
pareto卖_adj-全市场,7.39,-22.07,-17.88,32.34,9.31,14,16,7.62,0.97,193,0.49,9.21,23.30,0.97,52.31
pareto卖_adj-中证500,0.93,-30.67,-19.68,26.54,1.69,14,9,8.03,0.15,360,0.51,1.09,14.49,0.12,49.12
pareto卖_adj-沪深300,3.51,-16.62,-13.82,31.15,6.08,12,10,7.34,0.51,388,0.47,6.82,16.51,0.48,49.76
大买1-全市场,7.24,-14.00,-7.75,18.09,6.56,14,14,5.71,1.25,370,0.37,5.93,13.64,1.27,53.43
大买1-中证500,3.16,-17.80,-11.93,16.29,2.92,9,9,6.99,0.48,619,0.45,2.59,11.39,0.45,51.73
大买1-沪深300,9.14,-18.14,-5.55,31.06,8.44,13,14,7.29,1.24,349,0.47,8.04,15.07,1.25,53.69
大卖1-全市场,13.56,-15.18,-12.76,32.86,15.24,12,15,6.14,2.10,109,0.39,16.36,27.09,2.21,54.81
大卖1-中证500,6.97,-20.21,-15.24,23.08,7.80,10,9,7.39,0.95,191,0.47,8.38,17.07,0.94,51.14
大卖1-沪深300,5.43,-13.02,-12.05,22.31,6.84,11,9,7.00,0.79,452,0.45,7.39,16.71,0.78,52.68
大买卖差1-全市场,6.91,-12.27,-11.71,29.40,7.15,11,9,5.72,1.20,143,0.37,5.74,18.81,1.21,52.31
大买卖差1-中证500,5.56,-7.77,-6.41,21.77,5.80,8,8,7.63,0.75,249,0.49,5.00,14.38,0.73,50.51
大买卖差1-沪深300,0.90,-22.22,-14.99,29.68,1.34,7,12,7.96,0.15,260,0.51,1.00,12.99,0.11,49.92
大买卖和1-全市场,13.38,-11.68,-7.31,32.31,13.81,17,16,6.58,1.94,217,0.42,12.83,25.19,2.03,54.33
大买卖和1-中证500,8.91,-15.37,-10.84,27.36,9.21,12,15,7.09,1.24,281,0.45,10.39,18.68,1.26,52.21
大买卖和1-沪深300,8.86,-12.91,-10.23,27.05,9.55,10,12,6.78,1.29,229,0.43,10.20,20.28,1.31,54.17
大买2-全市场,7.96,-10.45,-5.12,19.65,7.43,10,11,5.57,1.40,372,0.36,7.69,14.29,1.43,53.00
大买2-中证500,4.44,-15.63,-8.73,15.27,3.77,11,10,7.04,0.65,471,0.45,3.12,11.21,0.63,51.83
大买2-沪深300,9.03,-14.14,-6.87,38.87,8.54,10,12,7.01,1.27,442,0.45,7.24,22.66,1.29,52.47
大卖2-全市场,13.24,-7.24,-5.25,28.25,14.06,22,12,4.99,2.52,219,0.32,15.09,21.29,2.65,56.19
大卖2-中证500,9.82,-11.57,-6.28,25.01,10.54,14,10,6.54,1.47,217,0.42,10.60,19.91,1.50,53.00
大卖2-沪深300,7.24,-9.12,-8.99,25.52,7.93,9,12,6.56,1.10,193,0.42,8.62,16.53,1.10,52.63
大买卖差2-全市场,5.09,-10.82,-10.62,21.78,5.22,14,11,4.95,1.03,225,0.32,4.44,13.35,1.03,52.37
大买卖差2-中证500,5.23,-7.47,-6.42,20.77,5.62,12,10,6.85,0.78,291,0.44,5.63,12.25,0.76,51.89
大买卖差2-沪深300,1.54,-16.52,-12.87,21.21,1.53,8,10,7.33,0.25,339,0.47,1.10,9.19,0.21,50.51
大买卖和2-全市场,12.56,-11.02,0.19,28.29,12.68,13,12,5.83,2.06,223,0.37,12.58,19.98,2.15,54.12
大买卖和2-中证500,8.16,-7.49,-3.47,26.22,9.05,15,11,6.79,1.19,218,0.43,9.21,16.22,1.20,51.73
大买卖和2-沪深300,9.25,-12.45,-6.31,34.30,8.92,9,12,6.62,1.37,363,0.42,8.79,19.75,1.40,52.21
买单-全市场,4.03,-16.17,-15.75,35.72,4.21,11,10,6.56,0.64,622,0.42,1.44,22.37,0.61,49.23
买单-中证500,2.72,-17.38,-11.34,35.61,3.46,11,11,8.40,0.36,534,0.54,0.19,23.12,0.32,48.59
买单-沪深300,-2.21,-33.72,-17.66,22.11,-2.18,10,12,8.22,-0.23,249,0.53,-2.36,10.06,-0.27,48.48
卖单-全市场,0.05,-28.00,-22.80,35.66,3.17,11,9,6.57,0.04,620,0.42,1.32,22.54,0.01,48.01
卖单-中证500,0.96,-24.48,-18.69,37.00,3.10,11,11,8.42,0.15,528,0.54,0.53,25.37,0.11,47.47
卖单-沪深300,-3.77,-36.39,-19.22,24.41,-2.26,8,12,8.28,-0.42,250,0.53,-2.09,11.13,-0.46,47.90
买卖单差-全市场,4.03,-16.17,-15.75,35.72,4.21,11,10,6.56,0.64,622,0.42,1.44,22.37,0.61,49.18
买卖单差-中证500,2.72,-17.38,-11.34,35.61,3.46,11,11,8.40,0.36,534,0.54,0.19,23.12,0.32,48.59
买卖单差-沪深300,-2.18,-33.72,-17.66,22.11,-2.17,10,12,8.22,-0.23,248,0.53,-2.36,10.06,-0.27,48.48
买卖单和-全市场,-6.81,-43.70,-21.10,8.59,-5.85,9,12,6.99,-0.97,3,0.45,-4.43,1.19,-0.97,47.05
买卖单和-中证500,1.98,-19.37,-14.91,20.17,3.06,12,14,7.80,0.29,1382,0.50,3.30,13.47,0.25,50.93
买卖单和-沪深300,-0.04,-33.61,-18.59,38.21,0.32,12,8,11.42,0.05,179,0.73,-2.73,20.82,-0.00,49.97
