methodID,pairName,date,premium,HighBond,LowBond,meanLine,Hbond_price,Lbond_price,USPos,asiaPos,USOP,USCL,asiaOP,asiaCL,r_exOP,r_exCL,operation
signal1-model1,INFO-INFY,2020-10-23,0.00845402537547368,0.0164311613729651,-0.0233920837694159,-0.00348046119822538,1137.98108180575,1093.39557389302,0,0,15.22,15.15,1122.5,1134.45,0.0135025654874426,0.013531799729364,
signal1-model1,INFO-INFY,2020-10-26,0.0112813046745071,0.017551619096501,-0.0234256361801251,-0.00293700854181203,1129.4599110615,1083.97605920406,0,0,14.92,15.02,1112.45,1121,0.0134843581445523,0.013531799729364,
signal1-model1,INFO-INFY,2020-10-27,0.0135590687775153,0.0188460888442356,-0.0235213736503121,-0.00233764240303825,1118.25286404059,1071.75169296537,0,0,14.85,14.8,1090.85,1107,0.0135098621994056,0.0134843581445523,
signal1-model1,INFO-INFY,2020-10-28,0.0163609089807972,0.020253255807963,-0.0237391738287285,-0.00174295901038276,1095.02761692613,1047.81098212136,0,0,14.38,14.5,1076.55,1080,0.0134318334452653,0.0135098621994056,
signal1-model1,INFO-INFY,2020-10-29,2.7866874365845e-06,0.0205536208298438,-0.0228061169145277,-0.00112624804234197,1098.67393884351,1051.99514325402,0,0,14.28,14.46,1074.85,1060.2,0.0134174158057158,0.0134318334452653,
signal1-model1,INFO-INFY,2020-10-30,0.0134721980866934,0.0207483748018119,-0.0228451583296276,-0.00104839176390787,1082.56683580172,1036.33319547613,0,0,14.27,14.23,1060.6,1070,0.0133868808567604,0.0134174158057158,
signal1-model1,INFO-INFY,2020-11-02,-0.0128583437762234,0.0203762540769419,-0.0215758421237174,-0.000599794023387756,1096.30775709933,1051.23378726948,0,0,14.25,14.36,1072.3,1065,0.0133886731824876,0.0133654103180968,
signal1-model1,INFO-INFY,2020-11-03,0.00890191522006112,0.020082599089029,-0.0215451434279953,-0.000731272169483155,1084.1832635084,1039.93968776768,0,0,14.3,14.23,1062.55,1077,0.0133600534402138,0.0133886731824876,
signal1-model1,INFO-INFY,2020-11-04,-0.0316695236767304,0.0210013043596961,-0.0255185332160216,-0.00225861442816276,1120.3457522752,1069.29948798353,-14.66,1068,14.68,14.66,1093.95,1068,0.013437248051599,0.0133600534402138,跌下限\收盘加仓亚股
signal1-model1,INFO-INFY,2020-11-05,-0.0151621545707927,0.0207053878153839,-0.0244413145807248,-0.00186796338267045,1133.79137914223,1083.64278329425,-14.66,1068,15.01,14.93,1104,1112,0.0134879956838414,0.0134408602150538,
signal1-model1,INFO-INFY,2020-11-06,-0.0120279334783374,0.020627968512147,-0.0249537818613561,-0.00216290667460456,1140.4910274482,1089.55613351996,-14.66,1068,14.93,15.07,1112.75,1108,0.0134770889487871,0.0134861766689144,
signal1-model1,INFO-INFY,2020-11-09,-0.0248606849942907,0.0210069589485429,-0.0262546558520443,-0.0026238484517507,1165.0904399884,1111.15931336877,-14.66,1068,14.83,15.35,1136.55,1125,0.0134807225667296,0.0134517083669626,
signal1-model1,INFO-INFY,2020-11-10,0.0537493282817401,0.0306321547201221,-0.0290831749625552,0.000774489878783452,1111.616343668,1047.20875058178,14.54,-1162.3,14.54,14.54,1091.05,1162.3,0.0134246207544637,0.0134807225667296,超上限\开盘平\收盘加仓亚股
signal1-model1,INFO-INFY,2020-11-11,-0.0138069735385172,0.03056237912826,-0.0285979284551885,0.00098222533653578,1140.13692408907,1074.68639680181,14.54,-1162.3,15.09,14.85,1122.5,1098,0.0133976420150054,0.0134228187919463,
signal1-model1,INFO-INFY,2020-11-12,0.0132640552587726,0.0298970657800132,-0.028526451478943,0.000685307150535108,1140.92614885349,1076.20422589292,14.54,-1162.3,14.95,14.84,1117.75,1128.1,0.0133582687683676,0.0133958472873409,
signal1-model1,INFO-INFY,2020-11-13,-0.00511660674224301,0.0296204597144541,-0.0263754883029704,0.00162248570574185,1156.7770420585,1093.86567845485,14.54,-1162.3,15.29,15.01,1124.2,1117.75,0.0133797163500134,0.0133600534402138,
signal1-model1,INFO-INFY,2020-11-16,-0.0163855537643463,0.029562470447663,-0.0276667915743149,0.000947839436674064,1176.71526044257,1111.30636307295,14.54,-1162.3,15.46,15.29,1133.45,1137,0.0134048257372654,0.0133779264214047,
signal1-model1,INFO-INFY,2020-11-17,0.00235730171021098,0.0297387794635601,-0.0274744272228702,0.00113217612034491,1164.41254789243,1099.71674629744,14.54,-1162.3,15.28,15.16,1123.7,1144.75,0.0133886731824876,0.0134066228716986,
signal1-model1,INFO-INFY,2020-11-18,-0.00759551087326293,0.0296599009654363,-0.0277575655750934,0.000951167695171484,1165.88431772712,1100.8704973963,14.54,-1162.3,14.99,15.16,1110.55,1129,0.0134354426978369,0.0133886731824876,
signal1-model1,INFO-INFY,2020-11-19,-0.000620838038663085,0.0282025841944897,-0.0280727072345096,6.49384799900454e-05,1142.57973684003,1080.04438761999,14.54,-1162.3,14.83,14.93,1096.75,1100,0.013457139012246,0.0134354426978369,
signal1-model1,INFO-INFY,2020-11-20,-0.0147451794605611,0.0272982998250727,-0.0294883433486961,-0.00109502176181169,1143.55127916682,1080.33844366226,14.54,-1162.3,14.91,14.98,1103.35,1105.5,0.0134553283100108,0.013457139012246,
signal1-model1,INFO-INFY,2020-11-23,-0.0296773535391911,0.026434952014474,-0.0327208613594672,-0.0031429546724966,1167.15507819585,1099.8892394316,14.54,-1162.3,15.38,15.3,1139.85,1105,0.013430029546065,0.0134553283100108,
